team,odds,date,site,division,conference,market,result
DAL vs TEN,232200.0,Aug11,betonline,,,exact matchup,
ARI vs CLE,258300.0,Aug11,betonline,,,exact matchup,
ARI vs NYJ,258300.0,Aug11,betonline,,,exact matchup,
ATL vs CLE,258300.0,Aug11,betonline,,,exact matchup,
ATL vs NYJ,258300.0,Aug11,betonline,,,exact matchup,
SEA vs CLE,258300.0,Aug11,betonline,,,exact matchup,
SEA vs NYJ,258300.0,Aug11,betonline,,,exact matchup,
CAR vs LV,275300.0,Aug11,betonline,,,exact matchup,
CAR vs MIA,275300.0,Aug11,betonline,,,exact matchup,
NO vs LV,275300.0,Aug11,betonline,,,exact matchup,
NO vs MIA,275300.0,Aug11,betonline,,,exact matchup,
NYG vs IND,285500.0,Aug11,betonline,,,exact matchup,
CAR vs JAX,332000.0,Aug11,betonline,,,exact matchup,
CAR vs NE,332000.0,Aug11,betonline,,,exact matchup,
NO vs JAX,332000.0,Aug11,betonline,,,exact matchup,
NO vs NE,332000.0,Aug11,betonline,,,exact matchup,
ARI vs TEN,343300.0,Aug11,betonline,,,exact matchup,
ATL vs TEN,343300.0,Aug11,betonline,,,exact matchup,
SEA vs TEN,343300.0,Aug11,betonline,,,exact matchup,
CAR vs IND,413000.0,Aug11,betonline,,,exact matchup,
NO vs IND,413000.0,Aug11,betonline,,,exact matchup,
NYG vs CLE,425500.0,Aug11,betonline,,,exact matchup,
NYG vs NYJ,425500.0,Aug11,betonline,,,exact matchup,
CAR vs CLE,500000.0,Aug11,betonline,,,exact matchup,
CAR vs NYJ,500000.0,Aug11,betonline,,,exact matchup,
CAR vs TEN,500000.0,Aug11,betonline,,,exact matchup,
NO vs CLE,500000.0,Aug11,betonline,,,exact matchup,
NO vs NYJ,500000.0,Aug11,betonline,,,exact matchup,
NO vs TEN,500000.0,Aug11,betonline,,,exact matchup,
NYG vs TEN,500000.0,Aug11,betonline,,,exact matchup,
ARI,-145.0,Aug11,betonline,,,stage,Miss playoffs
ARI,310.0,Aug11,betonline,,,stage,Wild card
ARI,625.0,Aug11,betonline,,,stage,Divisional
ARI,1400.0,Aug11,betonline,,,stage,Conference championship
ARI,4000.0,Aug11,betonline,,,stage,Lose in Super Bowl
ARI,5500.0,Aug11,betonline,,,stage,Win Super Bowl
ATL,-175.0,Aug11,betonline,,,stage,Miss playoffs
ATL,325.0,Aug11,betonline,,,stage,Wild card
ATL,650.0,Aug11,betonline,,,stage,Divisional
ATL,1800.0,Aug11,betonline,,,stage,Conference championship
ATL,6000.0,Aug11,betonline,,,stage,Lose in Super Bowl
ATL,6600.0,Aug11,betonline,,,stage,Win Super Bowl
BAL,325.0,Aug11,betonline,,,stage,Wild card
BAL,350.0,Aug11,betonline,,,stage,Miss playoffs
BAL,400.0,Aug11,betonline,,,stage,Divisional
BAL,525.0,Aug11,betonline,,,stage,Conference championship
BAL,575.0,Aug11,betonline,,,stage,Win Super Bowl
BAL,750.0,Aug11,betonline,,,stage,Lose in Super Bowl
BUF,250.0,Aug11,betonline,,,stage,Divisional
BUF,400.0,Aug11,betonline,,,stage,Wild card
BUF,450.0,Aug11,betonline,,,stage,Miss playoffs
BUF,525.0,Aug11,betonline,,,stage,Conference championship
BUF,525.0,Aug11,betonline,,,stage,Win Super Bowl
BUF,900.0,Aug11,betonline,,,stage,Lose in Super Bowl
CAR,-325.0,Aug11,betonline,,,stage,Miss playoffs
CAR,375.0,Aug11,betonline,,,stage,Wild card
CAR,1400.0,Aug11,betonline,,,stage,Divisional
CAR,4000.0,Aug11,betonline,,,stage,Conference championship
CAR,10000.0,Aug11,betonline,,,stage,Lose in Super Bowl
CAR,15000.0,Aug11,betonline,,,stage,Win Super Bowl
CHI,-225.0,Aug11,betonline,,,stage,Miss playoffs
CHI,425.0,Aug11,betonline,,,stage,Wild card
CHI,850.0,Aug11,betonline,,,stage,Divisional
CHI,1800.0,Aug11,betonline,,,stage,Conference championship
CHI,4000.0,Aug11,betonline,,,stage,Lose in Super Bowl
CHI,4500.0,Aug11,betonline,,,stage,Win Super Bowl
CIN,115.0,Aug11,betonline,,,stage,Miss playoffs
CIN,280.0,Aug11,betonline,,,stage,Wild card
CIN,450.0,Aug11,betonline,,,stage,Divisional
CIN,1100.0,Aug11,betonline,,,stage,Conference championship
CIN,2000.0,Aug11,betonline,,,stage,Lose in Super Bowl
CIN,2000.0,Aug11,betonline,,,stage,Win Super Bowl
CLE,-1200.0,Aug11,betonline,,,stage,Miss playoffs
CLE,850.0,Aug11,betonline,,,stage,Wild card
CLE,3300.0,Aug11,betonline,,,stage,Divisional
CLE,7500.0,Aug11,betonline,,,stage,Conference championship
CLE,15000.0,Aug11,betonline,,,stage,Lose in Super Bowl
CLE,20000.0,Aug11,betonline,,,stage,Win Super Bowl
DAL,-225.0,Aug11,betonline,,,stage,Miss playoffs
DAL,400.0,Aug11,betonline,,,stage,Wild card
DAL,800.0,Aug11,betonline,,,stage,Divisional
DAL,2200.0,Aug11,betonline,,,stage,Conference championship
DAL,4000.0,Aug11,betonline,,,stage,Win Super Bowl
DAL,5500.0,Aug11,betonline,,,stage,Lose in Super Bowl
DEN,-105.0,Aug11,betonline,,,stage,Miss playoffs
DEN,310.0,Aug11,betonline,,,stage,Wild card
DEN,500.0,Aug11,betonline,,,stage,Divisional
DEN,1000.0,Aug11,betonline,,,stage,Conference championship
DEN,2500.0,Aug11,betonline,,,stage,Lose in Super Bowl
DEN,2800.0,Aug11,betonline,,,stage,Win Super Bowl
DET,155.0,Aug11,betonline,,,stage,Miss playoffs
DET,340.0,Aug11,betonline,,,stage,Wild card
DET,450.0,Aug11,betonline,,,stage,Divisional
DET,850.0,Aug11,betonline,,,stage,Conference championship
DET,900.0,Aug11,betonline,,,stage,Win Super Bowl
DET,1100.0,Aug11,betonline,,,stage,Lose in Super Bowl
GB,110.0,Aug11,betonline,,,stage,Miss playoffs
GB,350.0,Aug11,betonline,,,stage,Wild card
GB,475.0,Aug11,betonline,,,stage,Divisional
GB,800.0,Aug11,betonline,,,stage,Conference championship
GB,1800.0,Aug11,betonline,,,stage,Lose in Super Bowl
GB,1800.0,Aug11,betonline,,,stage,Win Super Bowl
HOU,120.0,Aug11,betonline,,,stage,Miss playoffs
HOU,250.0,Aug11,betonline,,,stage,Wild card
HOU,450.0,Aug11,betonline,,,stage,Divisional
HOU,900.0,Aug11,betonline,,,stage,Conference championship
HOU,2800.0,Aug11,betonline,,,stage,Lose in Super Bowl
HOU,3300.0,Aug11,betonline,,,stage,Win Super Bowl
IND,-225.0,Aug11,betonline,,,stage,Miss playoffs
IND,340.0,Aug11,betonline,,,stage,Wild card
IND,900.0,Aug11,betonline,,,stage,Divisional
IND,2200.0,Aug11,betonline,,,stage,Conference championship
IND,8000.0,Aug11,betonline,,,stage,Lose in Super Bowl
IND,10000.0,Aug11,betonline,,,stage,Win Super Bowl
JAX,-200.0,Aug11,betonline,,,stage,Miss playoffs
JAX,325.0,Aug11,betonline,,,stage,Wild card
JAX,800.0,Aug11,betonline,,,stage,Divisional
JAX,1800.0,Aug11,betonline,,,stage,Conference championship
JAX,7500.0,Aug11,betonline,,,stage,Lose in Super Bowl
JAX,10000.0,Aug11,betonline,,,stage,Win Super Bowl
KC,300.0,Aug11,betonline,,,stage,Miss playoffs
KC,325.0,Aug11,betonline,,,stage,Wild card
KC,325.0,Aug11,betonline,,,stage,Divisional
KC,550.0,Aug11,betonline,,,stage,Conference championship
KC,800.0,Aug11,betonline,,,stage,Win Super Bowl
KC,900.0,Aug11,betonline,,,stage,Lose in Super Bowl
LV,-400.0,Aug11,betonline,,,stage,Miss playoffs
LV,500.0,Aug11,betonline,,,stage,Wild card
LV,1400.0,Aug11,betonline,,,stage,Divisional
LV,4000.0,Aug11,betonline,,,stage,Conference championship
LV,8000.0,Aug11,betonline,,,stage,Lose in Super Bowl
LV,8000.0,Aug11,betonline,,,stage,Win Super Bowl
LAC,105.0,Aug11,betonline,,,stage,Miss playoffs
LAC,275.0,Aug11,betonline,,,stage,Wild card
LAC,475.0,Aug11,betonline,,,stage,Divisional
LAC,1100.0,Aug11,betonline,,,stage,Conference championship
LAC,2200.0,Aug11,betonline,,,stage,Lose in Super Bowl
LAC,2800.0,Aug11,betonline,,,stage,Win Super Bowl
LA,120.0,Aug11,betonline,,,stage,Miss playoffs
LA,285.0,Aug11,betonline,,,stage,Wild card
LA,500.0,Aug11,betonline,,,stage,Divisional
LA,900.0,Aug11,betonline,,,stage,Conference championship
LA,1600.0,Aug11,betonline,,,stage,Win Super Bowl
LA,2000.0,Aug11,betonline,,,stage,Lose in Super Bowl
MIA,-260.0,Aug11,betonline,,,stage,Miss playoffs
MIA,375.0,Aug11,betonline,,,stage,Wild card
MIA,900.0,Aug11,betonline,,,stage,Divisional
MIA,2200.0,Aug11,betonline,,,stage,Conference championship
MIA,6000.0,Aug11,betonline,,,stage,Lose in Super Bowl
MIA,6600.0,Aug11,betonline,,,stage,Win Super Bowl
NE,-180.0,Aug11,betonline,,,stage,Miss playoffs
NE,325.0,Aug11,betonline,,,stage,Wild card
NE,700.0,Aug11,betonline,,,stage,Divisional
NE,1800.0,Aug11,betonline,,,stage,Conference championship
NE,6000.0,Aug11,betonline,,,stage,Lose in Super Bowl
NE,6600.0,Aug11,betonline,,,stage,Win Super Bowl
NO,-1600.0,Aug11,betonline,,,stage,Miss playoffs
NO,1000.0,Aug11,betonline,,,stage,Wild card
NO,3300.0,Aug11,betonline,,,stage,Divisional
NO,6600.0,Aug11,betonline,,,stage,Conference championship
NO,20000.0,Aug11,betonline,,,stage,Lose in Super Bowl
NO,20000.0,Aug11,betonline,,,stage,Win Super Bowl
NYG,-1200.0,Aug11,betonline,,,stage,Miss playoffs
NYG,950.0,Aug11,betonline,,,stage,Wild card
NYG,2500.0,Aug11,betonline,,,stage,Divisional
NYG,5500.0,Aug11,betonline,,,stage,Conference championship
NYG,15000.0,Aug11,betonline,,,stage,Lose in Super Bowl
NYG,15000.0,Aug11,betonline,,,stage,Win Super Bowl
NYJ,-650.0,Aug11,betonline,,,stage,Miss playoffs
NYJ,650.0,Aug11,betonline,,,stage,Wild card
NYJ,2000.0,Aug11,betonline,,,stage,Divisional
NYJ,5000.0,Aug11,betonline,,,stage,Conference championship
NYJ,15000.0,Aug11,betonline,,,stage,Lose in Super Bowl
NYJ,15000.0,Aug11,betonline,,,stage,Win Super Bowl
PHI,300.0,Aug11,betonline,,,stage,Miss playoffs
PHI,340.0,Aug11,betonline,,,stage,Wild card
PHI,340.0,Aug11,betonline,,,stage,Divisional
PHI,600.0,Aug11,betonline,,,stage,Conference championship
PHI,725.0,Aug11,betonline,,,stage,Win Super Bowl
PHI,775.0,Aug11,betonline,,,stage,Lose in Super Bowl
PIT,-170.0,Aug11,betonline,,,stage,Miss playoffs
PIT,375.0,Aug11,betonline,,,stage,Wild card
PIT,650.0,Aug11,betonline,,,stage,Divisional
PIT,1600.0,Aug11,betonline,,,stage,Conference championship
PIT,3500.0,Aug11,betonline,,,stage,Win Super Bowl
PIT,4000.0,Aug11,betonline,,,stage,Lose in Super Bowl
SF,165.0,Aug11,betonline,,,stage,Miss playoffs
SF,240.0,Aug11,betonline,,,stage,Wild card
SF,375.0,Aug11,betonline,,,stage,Divisional
SF,900.0,Aug11,betonline,,,stage,Conference championship
SF,1800.0,Aug11,betonline,,,stage,Lose in Super Bowl
SF,1800.0,Aug11,betonline,,,stage,Win Super Bowl
SEA,-200.0,Aug11,betonline,,,stage,Miss playoffs
SEA,375.0,Aug11,betonline,,,stage,Wild card
SEA,750.0,Aug11,betonline,,,stage,Divisional
SEA,2000.0,Aug11,betonline,,,stage,Conference championship
SEA,4500.0,Aug11,betonline,,,stage,Lose in Super Bowl
SEA,5000.0,Aug11,betonline,,,stage,Win Super Bowl
TB,115.0,Aug11,betonline,,,stage,Miss playoffs
TB,260.0,Aug11,betonline,,,stage,Wild card
TB,450.0,Aug11,betonline,,,stage,Divisional
TB,1000.0,Aug11,betonline,,,stage,Conference championship
TB,2500.0,Aug11,betonline,,,stage,Lose in Super Bowl
TB,2800.0,Aug11,betonline,,,stage,Win Super Bowl
TEN,-600.0,Aug11,betonline,,,stage,Miss playoffs
TEN,650.0,Aug11,betonline,,,stage,Wild card
TEN,1600.0,Aug11,betonline,,,stage,Divisional
TEN,4000.0,Aug11,betonline,,,stage,Conference championship
TEN,15000.0,Aug11,betonline,,,stage,Lose in Super Bowl
TEN,20000.0,Aug11,betonline,,,stage,Win Super Bowl
WAS,115.0,Aug11,betonline,,,stage,Miss playoffs
WAS,300.0,Aug11,betonline,,,stage,Wild card
WAS,550.0,Aug11,betonline,,,stage,Divisional
WAS,900.0,Aug11,betonline,,,stage,Conference championship
WAS,1400.0,Aug11,betonline,,,stage,Lose in Super Bowl
WAS,1800.0,Aug11,betonline,,,stage,Win Super Bowl
NO,375.0,Aug11,betonline,,,fewest wins,
CLE,400.0,Aug11,betonline,,,fewest wins,
NYG,600.0,Aug11,betonline,,,fewest wins,
NYJ,900.0,Aug11,betonline,,,fewest wins,
TEN,1000.0,Aug11,betonline,,,fewest wins,
LV,1400.0,Aug11,betonline,,,fewest wins,
CAR,1400.0,Aug11,betonline,,,fewest wins,
IND,2000.0,Aug11,betonline,,,fewest wins,
MIA,2500.0,Aug11,betonline,,,fewest wins,
JAX,2800.0,Aug11,betonline,,,fewest wins,
DAL,3300.0,Aug11,betonline,,,fewest wins,
ATL,3300.0,Aug11,betonline,,,fewest wins,
SEA,4000.0,Aug11,betonline,,,fewest wins,
PIT,4500.0,Aug11,betonline,,,fewest wins,
CHI,4500.0,Aug11,betonline,,,fewest wins,
NE,5000.0,Aug11,betonline,,,fewest wins,
HOU,6600.0,Aug11,betonline,,,fewest wins,
ARI,6600.0,Aug11,betonline,,,fewest wins,
MIN,10000.0,Aug11,betonline,,,fewest wins,
DEN,12000.0,Aug11,betonline,,,fewest wins,
CIN,12500.0,Aug11,betonline,,,fewest wins,
LAC,12500.0,Aug11,betonline,,,fewest wins,
GB,12500.0,Aug11,betonline,,,fewest wins,
LA,15000.0,Aug11,betonline,,,fewest wins,
WAS,15000.0,Aug11,betonline,,,fewest wins,
TB,15000.0,Aug11,betonline,,,fewest wins,
DET,17500.0,Aug11,betonline,,,fewest wins,
SF,20000.0,Aug11,betonline,,,fewest wins,
KC,30000.0,Aug11,betonline,,,fewest wins,
PHI,35000.0,Aug11,betonline,,,fewest wins,
BAL,60000.0,Aug11,betonline,,,fewest wins,
BUF,75000.0,Aug11,betonline,,,fewest wins,
BUF,350.0,Aug11,betonline,,,most wins,
BAL,500.0,Aug11,betonline,,,most wins,
KC,850.0,Aug11,betonline,,,most wins,
PHI,900.0,Aug11,betonline,,,most wins,
SF,1200.0,Aug11,betonline,,,most wins,
TB,1800.0,Aug11,betonline,,,most wins,
DET,1800.0,Aug11,betonline,,,most wins,
LA,2000.0,Aug11,betonline,,,most wins,
DEN,2000.0,Aug11,betonline,,,most wins,
WAS,2200.0,Aug11,betonline,,,most wins,
GB,2200.0,Aug11,betonline,,,most wins,
LAC,2200.0,Aug11,betonline,,,most wins,
CIN,2200.0,Aug11,betonline,,,most wins,
MIN,2500.0,Aug11,betonline,,,most wins,
HOU,4000.0,Aug11,betonline,,,most wins,
NE,5000.0,Aug11,betonline,,,most wins,
ARI,5000.0,Aug11,betonline,,,most wins,
SEA,5500.0,Aug11,betonline,,,most wins,
PIT,6600.0,Aug11,betonline,,,most wins,
CHI,6600.0,Aug11,betonline,,,most wins,
JAX,8000.0,Aug11,betonline,,,most wins,
DAL,8000.0,Aug11,betonline,,,most wins,
ATL,8000.0,Aug11,betonline,,,most wins,
MIA,20000.0,Aug11,betonline,,,most wins,
IND,20000.0,Aug11,betonline,,,most wins,
LV,25000.0,Aug11,betonline,,,most wins,
CAR,25000.0,Aug11,betonline,,,most wins,
TEN,30000.0,Aug11,betonline,,,most wins,
NYJ,40000.0,Aug11,betonline,,,most wins,
NYG,40000.0,Aug11,betonline,,,most wins,
NO,50000.0,Aug11,betonline,,,most wins,
CLE,75000.0,Aug11,betonline,,,most wins,
ARI,-135.0,Aug11,betonline,,,wins,o8.5
ARI,105.0,Aug11,betonline,,,wins,u8.5
ATL,-165.0,Aug11,betonline,,,wins,o7.5
ATL,135.0,Aug11,betonline,,,wins,u7.5
BAL,-125.0,Aug11,betonline,,,wins,o11.5
BAL,-105.0,Aug11,betonline,,,wins,u11.5
BUF,-180.0,Aug11,betonline,,,wins,o11.5
BUF,150.0,Aug11,betonline,,,wins,u11.5
CAR,-145.0,Aug11,betonline,,,wins,o6.5
CAR,115.0,Aug11,betonline,,,wins,u6.5
CHI,125.0,Aug11,betonline,,,wins,o8.5
CHI,-155.0,Aug11,betonline,,,wins,u8.5
CIN,-125.0,Aug11,betonline,,,wins,o9.5
CIN,-105.0,Aug11,betonline,,,wins,u9.5
CLE,125.0,Aug11,betonline,,,wins,o5.5
CLE,-155.0,Aug11,betonline,,,wins,u5.5
DAL,-150.0,Aug11,betonline,,,wins,o7.5
DAL,120.0,Aug11,betonline,,,wins,u7.5
DEN,-125.0,Aug11,betonline,,,wins,o9.5
DEN,-105.0,Aug11,betonline,,,wins,u9.5
DET,120.0,Aug11,betonline,,,wins,o10.5
DET,-150.0,Aug11,betonline,,,wins,u10.5
GB,-115.0,Aug11,betonline,,,wins,o9.5
GB,-115.0,Aug11,betonline,,,wins,u9.5
HOU,-110.0,Aug11,betonline,,,wins,o9.5
HOU,-120.0,Aug11,betonline,,,wins,u9.5
IND,-115.0,Aug11,betonline,,,wins,o7.5
IND,-115.0,Aug11,betonline,,,wins,u7.5
JAX,-145.0,Aug11,betonline,,,wins,o7.5
JAX,115.0,Aug11,betonline,,,wins,u7.5
KC,105.0,Aug11,betonline,,,wins,o11.5
KC,-135.0,Aug11,betonline,,,wins,u11.5
LV,145.0,Aug11,betonline,,,wins,o7.5
LV,-175.0,Aug11,betonline,,,wins,u7.5
LAC,-120.0,Aug11,betonline,,,wins,o9.5
LAC,-110.0,Aug11,betonline,,,wins,u9.5
LA,-140.0,Aug11,betonline,,,wins,o9.5
LA,110.0,Aug11,betonline,,,wins,u9.5
MIA,170.0,Aug11,betonline,,,wins,o8.5
MIA,-210.0,Aug11,betonline,,,wins,u8.5
MIN,-165.0,Aug11,betonline,,,wins,o8.5
MIN,135.0,Aug11,betonline,,,wins,u8.5
NE,-105.0,Aug11,betonline,,,wins,o8.5
NE,-125.0,Aug11,betonline,,,wins,u8.5
NO,155.0,Aug11,betonline,,,wins,o5.5
NO,-190.0,Aug11,betonline,,,wins,u5.5
NYG,110.0,Aug11,betonline,,,wins,o5.5
NYG,-140.0,Aug11,betonline,,,wins,u5.5
NYJ,-145.0,Aug11,betonline,,,wins,o5.5
NYJ,115.0,Aug11,betonline,,,wins,u5.5
PHI,110.0,Aug11,betonline,,,wins,o11.5
PHI,-140.0,Aug11,betonline,,,wins,u11.5
PIT,-115.0,Aug11,betonline,,,wins,o8.5
PIT,-115.0,Aug11,betonline,,,wins,u8.5
SF,-110.0,Aug11,betonline,,,wins,o10.5
SF,-120.0,Aug11,betonline,,,wins,u10.5
SEA,-155.0,Aug11,betonline,,,wins,o7.5
SEA,125.0,Aug11,betonline,,,wins,u7.5
TB,-115.0,Aug11,betonline,,,wins,o9.5
TB,-115.0,Aug11,betonline,,,wins,u9.5
TEN,-155.0,Aug11,betonline,,,wins,o5.5
TEN,125.0,Aug11,betonline,,,wins,u5.5
WAS,-120.0,Aug11,betonline,,,wins,o9.5
WAS,-110.0,Aug11,betonline,,,wins,u9.5
ARI,-400.0,Aug11,betonline,,,wins,o6.5
ARI,300.0,Aug11,betonline,,,wins,u6.5
ARI,225.0,Aug11,betonline,,,wins,o10.5
ARI,-285.0,Aug11,betonline,,,wins,u10.5
ATL,-450.0,Aug11,betonline,,,wins,o5.5
ATL,325.0,Aug11,betonline,,,wins,u5.5
ATL,220.0,Aug11,betonline,,,wins,o9.5
ATL,-280.0,Aug11,betonline,,,wins,u9.5
BAL,-400.0,Aug11,betonline,,,wins,o9.5
BAL,300.0,Aug11,betonline,,,wins,u9.5
BAL,300.0,Aug11,betonline,,,wins,o13.5
BAL,-400.0,Aug11,betonline,,,wins,u13.5
BUF,-500.0,Aug11,betonline,,,wins,o9.5
BUF,350.0,Aug11,betonline,,,wins,u9.5
BUF,240.0,Aug11,betonline,,,wins,o13.5
BUF,-300.0,Aug11,betonline,,,wins,u13.5
CAR,-500.0,Aug11,betonline,,,wins,o4.5
CAR,350.0,Aug11,betonline,,,wins,u4.5
CAR,195.0,Aug11,betonline,,,wins,o8.5
CAR,-250.0,Aug11,betonline,,,wins,u8.5
CHI,-230.0,Aug11,betonline,,,wins,o6.5
CHI,190.0,Aug11,betonline,,,wins,u6.5
CHI,350.0,Aug11,betonline,,,wins,o10.5
CHI,-500.0,Aug11,betonline,,,wins,u10.5
CIN,-400.0,Aug11,betonline,,,wins,o7.5
CIN,300.0,Aug11,betonline,,,wins,u7.5
CIN,275.0,Aug11,betonline,,,wins,o11.5
CIN,-350.0,Aug11,betonline,,,wins,u11.5
CLE,-280.0,Aug11,betonline,,,wins,o3.5
CLE,220.0,Aug11,betonline,,,wins,u3.5
CLE,375.0,Aug11,betonline,,,wins,o7.5
CLE,-550.0,Aug11,betonline,,,wins,u7.5
DAL,-400.0,Aug11,betonline,,,wins,o5.5
DAL,300.0,Aug11,betonline,,,wins,u5.5
DAL,200.0,Aug11,betonline,,,wins,o9.5
DAL,-260.0,Aug11,betonline,,,wins,u9.5
DEN,-325.0,Aug11,betonline,,,wins,o7.5
DEN,250.0,Aug11,betonline,,,wins,u7.5
DEN,250.0,Aug11,betonline,,,wins,o11.5
DEN,-325.0,Aug11,betonline,,,wins,u11.5
DET,-230.0,Aug11,betonline,,,wins,o8.5
DET,190.0,Aug11,betonline,,,wins,u8.5
DET,350.0,Aug11,betonline,,,wins,o12.5
DET,-500.0,Aug11,betonline,,,wins,u12.5
GB,-300.0,Aug11,betonline,,,wins,o7.5
GB,240.0,Aug11,betonline,,,wins,u7.5
GB,250.0,Aug11,betonline,,,wins,o11.5
GB,-325.0,Aug11,betonline,,,wins,u11.5
HOU,-270.0,Aug11,betonline,,,wins,o7.5
HOU,210.0,Aug11,betonline,,,wins,u7.5
HOU,325.0,Aug11,betonline,,,wins,o11.5
HOU,-450.0,Aug11,betonline,,,wins,u11.5
IND,-325.0,Aug11,betonline,,,wins,o5.5
IND,250.0,Aug11,betonline,,,wins,u5.5
IND,275.0,Aug11,betonline,,,wins,o9.5
IND,-350.0,Aug11,betonline,,,wins,u9.5
JAX,-400.0,Aug11,betonline,,,wins,o5.5
JAX,300.0,Aug11,betonline,,,wins,u5.5
JAX,205.0,Aug11,betonline,,,wins,o9.5
JAX,-265.0,Aug11,betonline,,,wins,u9.5
KC,-290.0,Aug11,betonline,,,wins,o9.5
KC,230.0,Aug11,betonline,,,wins,u9.5
KC,350.0,Aug11,betonline,,,wins,o13.5
KC,-500.0,Aug11,betonline,,,wins,u13.5
LV,-250.0,Aug11,betonline,,,wins,o5.5
LV,195.0,Aug11,betonline,,,wins,u5.5
LV,375.0,Aug11,betonline,,,wins,o9.5
LV,-550.0,Aug11,betonline,,,wins,u9.5
LAC,-300.0,Aug11,betonline,,,wins,o7.5
LAC,240.0,Aug11,betonline,,,wins,u7.5
LAC,250.0,Aug11,betonline,,,wins,o11.5
LAC,-325.0,Aug11,betonline,,,wins,u11.5
LA,-400.0,Aug11,betonline,,,wins,o7.5
LA,300.0,Aug11,betonline,,,wins,u7.5
LA,220.0,Aug11,betonline,,,wins,o11.5
LA,-280.0,Aug11,betonline,,,wins,u11.5
MIA,-180.0,Aug11,betonline,,,wins,o6.5
MIA,150.0,Aug11,betonline,,,wins,u6.5
MIA,450.0,Aug11,betonline,,,wins,o10.5
MIA,-700.0,Aug11,betonline,,,wins,u10.5
MIN,-400.0,Aug11,betonline,,,wins,o6.5
MIN,300.0,Aug11,betonline,,,wins,u6.5
MIN,190.0,Aug11,betonline,,,wins,o10.5
MIN,-230.0,Aug11,betonline,,,wins,u10.5
NE,-700.0,Aug11,betonline,,,wins,o5.5
NE,450.0,Aug11,betonline,,,wins,u5.5
NE,170.0,Aug11,betonline,,,wins,o9.5
NE,-210.0,Aug11,betonline,,,wins,u9.5
NO,-230.0,Aug11,betonline,,,wins,o3.5
NO,190.0,Aug11,betonline,,,wins,u3.5
NO,325.0,Aug11,betonline,,,wins,o7.5
NO,-450.0,Aug11,betonline,,,wins,u7.5
NYG,-350.0,Aug11,betonline,,,wins,o3.5
NYG,275.0,Aug11,betonline,,,wins,u3.5
NYG,275.0,Aug11,betonline,,,wins,o7.5
NYG,-350.0,Aug11,betonline,,,wins,u7.5
NYJ,-600.0,Aug11,betonline,,,wins,o3.5
NYJ,400.0,Aug11,betonline,,,wins,u3.5
NYJ,205.0,Aug11,betonline,,,wins,o7.5
NYJ,-265.0,Aug11,betonline,,,wins,u7.5
PHI,-260.0,Aug11,betonline,,,wins,o9.5
PHI,200.0,Aug11,betonline,,,wins,u9.5
PHI,375.0,Aug11,betonline,,,wins,o13.5
PHI,-550.0,Aug11,betonline,,,wins,u13.5
PIT,-300.0,Aug11,betonline,,,wins,o6.5
PIT,240.0,Aug11,betonline,,,wins,u6.5
PIT,275.0,Aug11,betonline,,,wins,o10.5
PIT,-350.0,Aug11,betonline,,,wins,u10.5
SF,-325.0,Aug11,betonline,,,wins,o8.5
SF,250.0,Aug11,betonline,,,wins,u8.5
SF,275.0,Aug11,betonline,,,wins,o12.5
SF,-350.0,Aug11,betonline,,,wins,u12.5
SEA,-500.0,Aug11,betonline,,,wins,o5.5
SEA,350.0,Aug11,betonline,,,wins,u5.5
SEA,200.0,Aug11,betonline,,,wins,o9.5
SEA,-250.0,Aug11,betonline,,,wins,u9.5
TB,-325.0,Aug11,betonline,,,wins,o7.5
TB,250.0,Aug11,betonline,,,wins,u7.5
TB,275.0,Aug11,betonline,,,wins,o11.5
TB,-350.0,Aug11,betonline,,,wins,u11.5
TEN,-650.0,Aug11,betonline,,,wins,o3.5
TEN,425.0,Aug11,betonline,,,wins,u3.5
TEN,200.0,Aug11,betonline,,,wins,o7.5
TEN,-260.0,Aug11,betonline,,,wins,u7.5
WAS,-325.0,Aug11,betonline,,,wins,o7.5
WAS,250.0,Aug11,betonline,,,wins,u7.5
WAS,275.0,Aug11,betonline,,,wins,o11.5
WAS,-350.0,Aug11,betonline,,,wins,u11.5
